title_name,title_english,url,score_label,description,episodes,aired,premiered,genres
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season,Ascendance of a Bookworm Season 3,https://myanimelist.net/anime/42429/Honzuki_no_Gekokujou__Shisho_ni_Naru_Tame_ni_wa_Shudan_wo_Erandeiraremasen_3rd_Season,8.07,"Winter is approaching, and Myne—now an apprentice priestess—must prepare for her stay at the church and the upcoming Dedication Ceremony. However, due to her immense knowledge and extraordinary amount of mana, she has garnered the attention of many dangerous people, who are willing to do anything to get their hands on Myne.

To keep her safe, the Head Priest assigns Myne a bodyguard and advises her to be adopted by a noble, a decision that will force her to leave her family behind. As Myne is opposed to the idea, the Head Priest gives her an ultimatum: she can be with her family until she turns 10, but if she is deemed too unstable, she will immediately be dealt with.

Placed in a tough position, Myne is uncertain about her future. Despite the twists that may lie ahead, she will do whatever she can to protect those that she loves—even if it means giving up on her dream.

[Written by MAL Rewrite]",10,"Apr 12, 2022 to Jun 14, 2022",Spring 2022,"['Fantasy', 'Isekai', 'Reincarnation']"
Hyouka,,https://myanimelist.net/anime/12189/Hyouka,8.07,"High school freshman Houtarou Oreki has but one goal: to lead a gray life while conserving as much energy as he can. Unfortunately, his peaceful days come to an end when his older sister, Tomoe, forces him to save the memberless Classics Club from disbandment.

Luckily, Oreki's predicament seems to be over when he heads to the clubroom and discovers that his fellow first-year, Eru Chitanda, has already become a member. However, despite his obligation being fulfilled, Oreki finds himself entangled by Chitanda's curious and bubbly personality, soon joining the club of his own volition.

Hyouka follows the four members of the Classics Club—including Oreki's friends Satoshi Fukube and Mayaka Ibara—as they, driven by Chitanda's insatiable curiosity, solve the trivial yet intriguing mysteries that permeate their daily lives.

[Written by MAL Rewrite]",22,"Apr 23, 2012 to Sep 17, 2012",Spring 2012,"['Mystery', 'Slice of Life', 'School']"
Toradora!,,https://myanimelist.net/anime/4224/Toradora,8.07,"Ryuuji Takasu is a gentle high school student with a love for housework; but in contrast to his kind nature, he has an intimidating face that often gets him labeled as a delinquent. On the other hand is Taiga Aisaka, a small, doll-like student, who is anything but a cute and fragile girl. Equipped with a wooden katana and feisty personality, Taiga is known throughout the school as the ""Palmtop Tiger.""

One day, an embarrassing mistake causes the two students to cross paths. Ryuuji discovers that Taiga actually has a sweet side: she has a crush on the popular vice president, Yuusaku Kitamura, who happens to be his best friend. But things only get crazier when Ryuuji reveals that he has a crush on Minori Kushieda—Taiga's best friend!

Toradora! is a romantic comedy that follows this odd duo as they embark on a quest to help each other with their respective crushes, forming an unlikely alliance in the process.

[Written by MAL Rewrite]",25,"Oct 2, 2008 to Mar 26, 2009",Fall 2008,"['Drama', 'Romance', 'Love Polygon', 'School']"
Uma Musume: Pretty Derby Season 2,,https://myanimelist.net/anime/42941/Uma_Musume__Pretty_Derby_Season_2,8.07,"Within the horse-racing world, the horse girls of Team Spica have been gaining popularity as they continue to rack up victories. The one receiving the most attention in the group is Toukai Teiou, known for her cheerful personality and exceptional running skills. Teiou aims to become an undefeated Triple Crown horse girl by winning all three G1 races consecutively, a feat that has not been accomplished since the legendary Symbolic Rudolf managed to do so many years ago.

On her path to obtaining the Triple Crown, Teiou is met with many challenges, encountering both old and new rivals. Amidst her fierce rivalries, however, Teiou is soon confronted with decisions that will leave a huge impact on her very own racing career.

[Written by MAL Rewrite]",13,"Jan 5, 2021 to Mar 30, 2021",Winter 2021,"['Sports', 'Anthropomorphic']"
Yowamushi Pedal: Grande Road,,https://myanimelist.net/anime/24277/Yowamushi_Pedal__Grande_Road,8.06,Second season of the Yowamushi Pedal series.,24,"Oct 7, 2014 to Mar 31, 2015",Fall 2014,"['Sports', 'Racing', 'Shounen']"
Kodomo no Omocha (TV),Kodocha,https://myanimelist.net/anime/1486/Kodomo_no_Omocha_TV,8.06,"Sixth grader Sana Kurata has a perfect life. Her mother is a (fairly) successful author, she has a young man employed to keep her happy and safe, and best of all, she is the star of the children's television show Kodomo no Omocha. There's just one thing bothering her, and that's Akito Hayama.

Akito is a classmate of Sana's, and ever since he's started acting out in class, the rest of the boys have followed his example. Every day, the girls and the teacher wage a battle to keep the class under control and to get some actual learning done. That rotten Akito… Sana won't stand for this!

The hyperactive Sana decides to dig deeper and find out what makes Akito tick, so class can go back to normal and the teacher can stop spending every day crying instead of teaching. But the more she learns about him, the more she realizes that there might be more to Akito than meets the eye.",102,"Apr 5, 1996 to Mar 27, 1998",Spring 1996,"['Comedy', 'Drama', 'Romance', 'Love Polygon', 'Showbiz', 'Shoujo']"
Kuroko no Basket,Kuroko's Basketball,https://myanimelist.net/anime/11771/Kuroko_no_Basket,8.06,"For the last three years, Teikou Middle School has dominated the national basketball scene with its legendary lineup: the ""Generation of Miracles."" It consisted of five prodigies who excelled at the sport, but a ""Phantom Sixth Man"" lurked in the shadows and helped earn the team their revered status. Eventually, their monstrous growth jaded them from the sport they loved and made them go their separate ways in high school.

In search of new members, the Seirin High School basketball team recruits Taiga Kagami and Tetsuya Kuroko, two freshmen who seem to have significant differences in abilities. Having returned recently from America, Kagami has both a natural aptitude and relentless love for the sport. Meanwhile, Kuroko lacks presence and exhibits no outstanding athletic talent. However, it is later revealed that he is Teikou's Phantom Sixth Man—the player once part of the Generation of Miracles.

Kuroko wants to prove to the Seirin team that he is strong in his own way. Seeing his conviction, Kagami forms a dynamic partnership with Kuroko, the latter promising to support Kagami's ""light"" as his ""shadow."" Alongside their new Seirin teammates, they aim to conquer the upcoming Interhigh championship, but the reappearance of Kuroko's former teammates complicates their plan.

[Written by MAL Rewrite]",25,"Apr 8, 2012 to Sep 22, 2012",Spring 2012,"['Sports', 'School', 'Team Sports', 'Shounen']"
Kuroshitsuji: Book of Circus,Black Butler: Book of Circus,https://myanimelist.net/anime/22145/Kuroshitsuji__Book_of_Circus,8.06,"Full of wonder and excitement, the Noah's Arc Circus troupe has captured audiences with their dazzling performances. Yet these fantastic acts do not come without a price. Children have mysteriously gone missing around London, correlating to that of the group's movements. Unsettled by these kidnappings, Queen Victoria sends in her notorious guard dog, Ciel Phantomhive; and his ever-faithful demon butler, Sebastian Michaelis, on an undercover mission to find these missing children.

Trying to balance their new circus acts with their covert investigation under the big top, however, proves to be quite a challenge. With the other performers growing suspicious and the threat of the circus' mysterious benefactor looming overhead, what the two discover will shake Ciel to his very core.

[Written by MAL Rewrite]",10,"Jul 11, 2014 to Sep 12, 2014",Summer 2014,"['Action', 'Fantasy', 'Mystery', 'Historical', 'Mythology', 'Shounen']"
Kuroshitsuji: Book of Murder,Black Butler: Book of Murder,https://myanimelist.net/anime/23317/Kuroshitsuji__Book_of_Murder,8.06,"At the behest of the Queen, Earl Ciel Phantomhive hosts a lavish dinner party attended by several of the finest members of polite society—as well as struggling author, Arthur. But as the party reaches its high, a terrible murder takes place and none other than the Earl himself is suspected of the crime.

As a violent storm rages on outside, the death count continues to climb. The Phantomhive household and their eminent guests find they must cooperate in order to solve this mystery before they too fall prey to the mysterious murderer. However, it seems that not even the perfect butler, Sebastian Michaelis, is safe from this horror.

[Written by MAL Rewrite]",2,"Jan 28, 2015 to Feb 25, 2015",,"['Action', 'Fantasy', 'Mystery', 'Historical', 'Mythology', 'Shounen']"
Mahoutsukai no Yome,The Ancient Magus' Bride,https://myanimelist.net/anime/35062/Mahoutsukai_no_Yome,8.06,"Chise Hatori, a 15-year-old Japanese girl, was sold for five million pounds at an auction to a tall masked gentleman. Abandoned at a young age and ridiculed by her peers for her unconventional behavior, she was ready to give herself to any buyer if it meant having a place to go home to. In chains and on her way to an unknown fate, she hears whispers from robed men along her path, gossiping and complaining that such a buyer got his hands on a rare Sleigh Beggy.

Ignoring the murmurs, the mysterious man leads the girl to a study, where he reveals himself to be Elias Ainsworth—a magus. After a brief confrontation and a bit of teleportation magic, the two open their eyes to Elias' picturesque cottage in rural England. Greeted by fairies and surrounded by weird and wonderful beings upon her arrival, these events mark the beginning of Chise's story as the apprentice and supposed bride of the ancient magus.

[Written by MAL Rewrite]",24,"Oct 8, 2017 to Mar 25, 2018",Fall 2017,"['Drama', 'Fantasy', 'Romance', 'Mythology', 'Shounen']"
Meitantei Conan Movie 08: Ginyoku no Magician,Detective Conan Movie 08: Magician of the Silver Sky,https://myanimelist.net/anime/1367/Meitantei_Conan_Movie_08__Ginyoku_no_Magician,8.06,"Once again, Kaitou Kid crosses swords with Conan Edogawa in this annual installment of the Detective Conan movie franchise. After receiving a letter from the thief, famous actress Juri Maki seeks the help of private detective Kogorou Mouri to protect the Star Sapphire—the ""Jewel of Destiny,"" said to represent faith, fate, and hope. Thinking he has deciphered Kid's riddle, Kogorou personally shows up to the newly constructed space theater where Juri is acting in the play ""Josephine"" in order to catch Kid in the act.

The next day, Conan and the gang are invited by Juri to her holiday home, to celebrate the thwarting of Kid's plan and the success of the play. However, their triumph crumbles when a murder occurs during the flight there. Although unintentional, this sets off a series of events that escalate to catastrophic results. Conan and Kid, unlikely allies that they are, must work together to save both their friends and every other passenger aboard the plane.

[Written by MAL Rewrite]",1,"Apr 17, 2004",,"['Adventure', 'Comedy', 'Mystery', 'Detective', 'Shounen']"
Meitantei Conan Movie 18: Ijigen no Sniper,Detective Conan Movie 18: The Sniper from Another Dimension,https://myanimelist.net/anime/21419/Meitantei_Conan_Movie_18__Ijigen_no_Sniper,8.06,"One morning, at the observation deck of the Bell Tree Tower, a man is suddenly shot dead by an unknown sniper. Conan Edogawa, who happened to be visiting as the murder occurred, rushes to apprehend the sniper but fails to do so. He later learns that the suspect for the incident, Timothy Hunter, is a former member of the Navy Special Ops squad and was already being investigated for a previous murder case. The FBI believes that there are at least three people Timothy wants dead. However, after the deaths of two of them, Timothy himself is killed, throwing the investigation into disarray.

As they lose their only lead, news about the assassinations spreads across Tokyo, leaving the city in a state of panic. It is up to Conan to find and catch the culprit in the hope of putting an end to this sniping spree terror.

[Written by MAL Rewrite]",1,"Apr 19, 2014",,"['Action', 'Mystery', 'Detective', 'Shounen']"
5-toubun no Hanayome ∬,The Quintessential Quintuplets 2,https://myanimelist.net/anime/39783/5-toubun_no_Hanayome_∬,8.06,"Through their tutor Fuutarou Uesugi's diligent guidance, the Nakano quintuplets' academic performance shows signs of improvement, even if their path to graduation is still rocky. However, as they continue to cause various situations that delay any actual tutoring, Fuutarou becomes increasingly involved with their personal lives, further complicating their relationship with each other.

On another note, Fuutarou slowly begins to realize the existence of a possible connection between him and the past he believes to have shared with one of the five girls. With everyone's feelings beginning to develop and overlap, will they be able to keep their bond strictly to that of a teacher and his students—or will it mature into something else entirely?

[Written by MAL Rewrite]",12,"Jan 8, 2021 to Mar 26, 2021",Winter 2021,"['Comedy', 'Romance', 'Harem', 'School', 'Shounen']"
Angel Beats!,,https://myanimelist.net/anime/6547/Angel_Beats,8.06,"Death is one of many mysteries that has left humanity in the dark since the dawn of time. However, the burning question of what happens to the soul after one dies is soon answered to 17-year-old Yuzuru Otonashi. Waking up with no previous memories in a dimension between life and death, he discovers the unsettling truth of the afterlife.  

Taking the form of a high school, this bizarre dimension is designated to shelter those who died unwanted deaths. Feeling wronged by God during their earthly lives, the school's residents have decided to form the Afterlife Battlefront—a rebellious faction determined to oppose their god-like student council president, Kanade ""Angel"" Tachibana. The group's leader, Yuri Nakamura, recruits Otonashi in their fight against Angel in order to take control of their own lives. However, questioning the morality behind their actions, Otonashi takes a step behind the enemy lines to understand the opposing side of their common fate.

[Written by MAL Rewrite]",13,"Apr 3, 2010 to Jun 26, 2010",Spring 2010,"['Drama', 'Supernatural', 'School']"
City Hunter 2,,https://myanimelist.net/anime/1471/City_Hunter_2,8.06,"Ryo Saeba is a private detective, but has another face as a sweeper who cleans the city of evil. He is able enough, but has a bad habit of getting over-excited about beautiful women. It is his partner Kaori Makimura's job to protect those beautiful female clients from Ryo's sexual harassment.

(Source: Sunrise)",63,"Apr 2, 1988 to Jul 14, 1989",Spring 1988,"['Action', 'Comedy', 'Mystery', 'Shounen']"
