title_name,title_english,url,score_label,description,episodes,aired,premiered,genres
Dimension W: Short Track/Robot wa Sentou no Yume wo Miruka,Dimension W: Do Robots Dream of Bath Houses?,https://myanimelist.net/anime/33069/Dimension_W__Short_Track_Robot_wa_Sentou_no_Yume_wo_Miruka,6.62,An unaired episode released with the sixth BD volume.,1,"Aug 26, 2016",,"['Sci-Fi', 'Seinen']"
Dragon Crisis!,,https://myanimelist.net/anime/9330/Dragon_Crisis,6.62,"A normal high school boy Kisaragi Ryuji's peaceful life is turned into an adventure by the return of his second cousin Eriko. Ryuji and Eriko seize a relic box from a black broker. In the box, they find a red dragon girl Rose. In order to protect Rose from the black organization, Ryuji decides to fight using his power as a relic handler.",12,"Jan 11, 2011 to Mar 29, 2011",Winter 2011,"['Action', 'Fantasy', 'Romance', 'Harem', 'School']"
Gilgamesh,,https://myanimelist.net/anime/385/Gilgamesh,6.62,"In an attempt to gather information on immortality, scientists from around the world have assembled to study ""Heaven's Gate""—the tomb turned laboratory of the mythical king Gilgamesh. But soon enough, the research is deemed unethical and all planned work comes to a halt. However, a group of terrorists pay this no thought and storm into Heaven's Gate, ultimately causing an explosion that leads to the collapse of the advanced information civilization.

Many years after the incident, the siblings Tatsuya and Kiyoko Madoka are on the run from thugs. Yet this seems to be the least of their worries as they find themselves in the midst of a war between two powerful cryptic factions. With both groups claiming to fight for the betterment of society, Tatsuya and Kiyoko will have to find a way to decide who to trust.

[Written by MAL Rewrite]",26,"Oct 2, 2003 to Mar 18, 2004",Fall 2003,"['Drama', 'Fantasy', 'Sci-Fi', 'Shounen']"
Ginyuu Mokushiroku Meine Liebe Wieder,,https://myanimelist.net/anime/771/Ginyuu_Mokushiroku_Meine_Liebe_Wieder,6.62,"The Strahl candidates are enjoying a brief holiday in their various homes. However, many surprises await them when they finally come back to their elite boarding school: Rosenstolz Academy. There is a new headmaster, and his policies are not necessarily to the advantage of the main characters. 

(Source: Wikipedia)",13,"Jan 22, 2006 to Apr 13, 2006",Winter 2006,"['Drama', 'Fantasy']"
God Eater Prologue,,https://myanimelist.net/anime/10470/God_Eater_Prologue,6.62,"Driven to the verge of extinction by ""Aragami,"" a race of all-devouring monsters, humanity makes its last stand in isolated points of resistance. Invulnerable to conventional damage, only ""Oracle Cell"" weapons—composed of the same matter which makes up Aragami—can kill these creatures.

However, due to their god-like ability to adapt, the Aragami soon develop further immunity. Having no other hope of fending off the enemy, the remnants of human governments decide to detonate a nuclear reactor and wipe out the monsters facing Eurasia.

The soldiers tasked with this mission are aided by three ""God Eaters"" dispatched from the Fenrir Far East Branch, an organization controlling what remains of Japan. The state-of-the-art weapons they wield, called God Arcs, are supposedly capable of piercing through Aragami skin and tearing their cores out, pulverizing the monsters. These mighty warriors may just be humanity's last hope of fending off the Aragami threat and averting total extinction.

[Written by MAL Rewrite]",1,"Sep 28, 2009",,"['Action', 'Fantasy', 'Sci-Fi', 'Military']"
Gokuu no Daibouken,Adventures of the Monkey King,https://myanimelist.net/anime/2687/Gokuu_no_Daibouken,6.62,"In this film, because of complaints from children that Goku is depicted as too much of an eager student, he is instead portrayed as a very naughty modern boy. It then received so many complaints from the PTA about its bad language that it was forced out of the show after all.

(Source: Official Site)",39,"Jan 7, 1967 to Sep 30, 1967",Winter 1967,"['Comedy', 'Fantasy']"
Granblue Fantasy The Animation,Granblue Fantasy: The Animation,https://myanimelist.net/anime/31629/Granblue_Fantasy_The_Animation,6.62,"This is a world of the skies, where many islands drift in the sky. A boy named Gran and a talking winged lizard named Vyrn lived in Zinkenstill, an island which yields mysteries. One day, they come across a girl named Lyria. Lyria had escaped from the Erste Empire, a military government that is trying to rule over this world using powerful military prowess. In order to escape from the Empire, Gran and Lyria head out into the vast skies, holding the letter Gran's father left behind—which said, ""I will be waiting at Estalucia, Island of Stars.""

(Source: Aniplex of America)",13,"Apr 2, 2017 to Jun 25, 2017",Spring 2017,"['Action', 'Adventure', 'Fantasy']"
Hi no Tori 2772: Ai no CosmoZone,,https://myanimelist.net/anime/2793/Hi_no_Tori_2772__Ai_no_CosmoZone,6.62,"In the distant future, on a dying Earth, human beings are synthetically produced and raised by artificial intelligence to hold specific roles in society. Among them lives Godo Shingo, a candid young cadet who demonstrates uncommon kindness toward living creatures and robots alike. Although Godo's superiors ridicule him for showing attachment to his nursemaid robot, Olga, he makes quite an impression as a sharpshooter and is entrusted with a special task—to capture the legendary immortal bird Phoenix, which has destroyed countless spaceships.

However, his life changes dramatically after falling in love with Rena, the president's daughter who is also the fiancée of Rock Holmes—the Chief of the Science Department. After the pair fails to elope, they are separated, and Godo is sentenced to prison camp labor. Luckily for him, their companions Olga and Pincho—Rena's alien pet—escape unnoticed and come to his rescue. 

Hi no Tori 2772: Ai no CosmoZone follows an engaging adventure in outer space, exploring the idea of selfless love as an unparalleled power.

[Written by MAL Rewrite]",1,"Mar 15, 1980",,"['Adventure', 'Drama', 'Fantasy', 'Romance', 'Sci-Fi', 'Space']"
Highschool of the Dead: Drifters of the Dead,,https://myanimelist.net/anime/9515/Highschool_of_the_Dead__Drifters_of_the_Dead,6.62,"After escaping the zombie-infested mainland, Takashi Komuro and the gang find themselves on a remote island off the coast of Tokonosu City. While scavenging around the island for supplies, they encounter a small seaside shack that provides them with clothing and a place to rest for the night. After a day's work of collecting food, they begin to cook what they have gathered. 

As they wait beside the campfire, a light haze begins to form around them and makes them nauseous. Confirming it to be caused by hydrangeas—a type of poisonous plant that can cause hallucinations—the group attempts to escape from the powerful odor. 

[Written by MAL Rewrite]",1,"Apr 26, 2011",,"['Comedy', 'Supernatural', 'Ecchi', 'Shounen']"
Hikari no Megami,Goddess of Light,https://myanimelist.net/anime/28351/Hikari_no_Megami,6.62,"Pit and Link battle in Skyworld, only for Palutena to join them partway.",1,"Jun 10, 2014",,"['Action', 'Fantasy']"
Ichigo 100%,Strawberry 100%,https://myanimelist.net/anime/248/Ichigo_100,6.62,"One day, Manaka Junpei walks to the roof of his school and encounters a beautiful girl falling down from above him and accidentally exposing her strawberry panties. The embarrassed girl runs away before Junpei can find out whom she is. He wishes to become a filmmaker, and this whole experience seemed like it would make the perfect scene in a movie. And so he goes on a search for the girl with the strawberry panties in order to reenact it all on film. But he will soon discover that finding that one girl will not be that easy... 

(Source: ANN)",12,"Apr 6, 2005 to Jun 22, 2005",Spring 2005,"['Comedy', 'Romance', 'Ecchi', 'Harem', 'Shounen']"
IS: Infinite Stratos,Infinite Stratos,https://myanimelist.net/anime/9041/IS__Infinite_Stratos,6.62,"An exoskeleton weapon engineered by Japan, Infinite Stratos (IS) can be piloted only by women. Its power and combat prowess are so immense that an international treaty has been signed banning its use as a military asset. 

When it is discovered that 15-year-old Ichika Orimura is the only male capable of steering an IS, he is forcibly enrolled in the Infinite Stratos Academy: an all-female boarding school, the students of which graduate to become IS pilots. At this training school, Ichika is reunited with two of his childhood friends, Houki Shinonono and Lingyin Huang, and befriends Cecilia Alcott, an IS representative from the United Kingdom.

Guided by the legendary pilot Chifuyu Orimura—their strict homeroom teacher and Ichika's older sister—Ichika and the girls will need to use everything at their disposal to defend themselves and their academy against the dangers that will arise during the course of their thrilling school life.

[Written by MAL Rewrite]",12,"Jan 7, 2011 to Apr 1, 2011",Winter 2011,"['Action', 'Comedy', 'Sci-Fi', 'Ecchi', 'Harem', 'Mecha']"
Baka to Test to Shoukanjuu: Mondai - Christmas ni Tsuite Kotae Nasai,"The Idiot, the Tests, and the Summoned Creatures: Christmas Special",https://myanimelist.net/anime/7805/Baka_to_Test_to_Shoukanjuu__Mondai_-_Christmas_ni_Tsuite_Kotae_Nasai,6.61,The cast of Baka to Test all get together and tell us what Christmas means to them. Joy!,1,"Dec 24, 2009",,"['Comedy', 'Romance']"
Baki: Most Evil Death Row Convicts Special Anime,,https://myanimelist.net/anime/33566/Baki__Most_Evil_Death_Row_Convicts_Special_Anime,6.61,"As if bound by fate, five of the world’s most dangerous convicts escape from their respective prisons and converge at Mitsunari Tokugawa’s coliseum, where they seek but one thing: the taste of defeat. It is then Mitsunari who presents them with what they all desire—17-year-old Baki Hanma, the winner of the ""most historic tournament ever,"" along with four other hand-selected opponents. On the spot, it is decided that a five-versus-five battle will ensue between the fighters. The combat can take place anytime, anywhere, and without any restrictions.

With each contender hellbent on gauging their strength against a worthy adversary, a unique no-holds-barred, out-of-the-ring tournament erupts in the heart of Tokyo.

[Written by MAL Rewrite]",1,"Dec 6, 2016",,"['Sports', 'Combat Sports', 'Gore', 'Shounen']"
Condom Battler Gorou,,https://myanimelist.net/anime/42220/Condom_Battler_Gorou,6.61,"The show follows Gorou, a 24-year-old man who dreams of becoming the greatest Condom Battler. His go-to weapon is a 0.01 mm condom which he loads into an arm dispenser, and it opens to reveal a red rubbery armor that Gorou wears in battle. It also gives the hero the ability to summon sperm and created an attack out of the sticky substance.

There are other characters in the anime like Miku and Hayato who duel using their own condoms. The anime is filled with absurd dialogue and fights, but these heroes always make sure to teach a sex education lesson along the way. 

(Source: Comicbook.com)",4,"Jun 11, 2020",,"['Action', 'Parody']"
Dagashi Kashi,,https://myanimelist.net/anime/31636/Dagashi_Kashi,6.61,"Out in the countryside stands a sweet shop run by the Shikada family for nine generations: Shikada Dagashi, a small business selling traditional Japanese candy. However, despite his father's pleas, Kokonotsu Shikada, an aspiring manga artist, adamantly refuses to inherit the family business.

However, this may start to change with the arrival of the eccentric Hotaru Shidare. Hotaru is in search of Kokonotsu's father, with the goal of bringing him back to work for her family's company, Shidare Corporation, a world famous sweets manufacturer. Although the senior Shikada initially refuses, he states that he will change his mind on one condition: if Hotaru can convince Kokonotsu to take over the family shop. And so begins Hotaru's mission to enlighten the boy on the true joy of delicious and nostalgic dagashi!

[Written by MAL Rewrite]",12,"Jan 8, 2016 to Apr 1, 2016",Winter 2016,"['Comedy', 'Gourmet', 'Romantic Subtext', 'Shounen']"
Di Gi Charat Natsuyasumi Special,,https://myanimelist.net/anime/1756/Di_Gi_Charat_Natsuyasumi_Special,6.61,"The Di Gi Charat Natsuyasumi Special was another four episode series set in America that aired almost a year after the original series from August 2, 2001 to August 3, 2001. The young American otaku, Rodoyan, is introduced in this series.

• Natsuyasumi Special Episode 1 - Dejiko in America 1 
• Natsuyasumi Special Episode 2 - Dejiko in America 2
When Puchiko wanted to get off a bus she couldn't reach the signal button, and the driver (looks just like Abarenbou) kept accelerating until reaching America. Soon Dejiko received a letter from Rod Young, an American boy and a big fan of Dejiko who let Puchiko stay with him, inviting Dejiko to America to visit them and pick Puchiko up. 

• Natsuyasumi Special Episode 3 - Depurapyogebo Debut
A contest of bands was about to be held at Akihabara; the first prize is 10-year supply of nattou, Dejiko's favorite food. She decided to enroll but couldn't find enough members or instruments. 

• Natsuyasumi Special Episode 4 - Isn't Anyone Here-nyo?  
Dejiko and gangs of Gamers went to the mountains, but when night fell people began to disappear one by one.

(Source: ANN, AniDB & Wikipedia)",4,"Aug 2, 2001 to Aug 3, 2001",,['Comedy']
Di Gi Charat: Hoshi no Tabi,Di Gi Charat Movie: A Trip To The Planet,https://myanimelist.net/anime/1752/Di_Gi_Charat__Hoshi_no_Tabi,6.61,"Dejiko decided to take a vacation and visit her home, Planet Di Gi Charat, together with Puchiko, Gema, and (accidentally) Rabi~en~Rose. However, Piyoko and her aids would not let go this chance to capture her. 

(Source: ANN)",1,"Dec 22, 2001",,['Comedy']
Duo Xuan Shi,The Fallen Master,https://myanimelist.net/anime/51291/Duo_Xuan_Shi,6.62,"Chu Yue, the ace of the modern Z organization, was framed to death, and under the guidance of the system's Nine Desolation Mirror, his soul traveled to the Nine Desolation World, and under the system's mandatory tasks, he continued to practice and become stronger in order to survive. While performing system tasks and practicing adventures, Chu Yue discovered the shocking secrets hidden in the original owner of the body he was wearing. As Chu Yue unearthed more and more secrets about the original owner of the body, he unexpectedly discovered that he was not the only host of the Nine Desolation Mirror System, but there were other hosts of the Nine Desolation Mirror System in the Nine Desolation World.

(Source: WeTV)",15,"Jul 4, 2023 to Oct 3, 2023",,"['Action', 'Adventure', 'Fantasy', 'Historical', 'Martial Arts']"
Eureka Seven AO: One More Time - Lord Don't Slow Me Down,,https://myanimelist.net/anime/34776/Eureka_Seven_AO__One_More_Time_-_Lord_Dont_Slow_Me_Down,6.61,"A new episode split into five parts, further explaining the end of Eureka Seven AO.",5,"Jan 10, 2017 to Mar 2, 2017",,"['Action', 'Adventure', 'Drama', 'Sci-Fi', 'Mecha']"
Fight Ippatsu! Juuden-chan!!,Charger Girl Ju-den Chan,https://myanimelist.net/anime/5973/Fight_Ippatsu_Juuden-chan,6.61,"Meet Plug, an unusual girl from a parallel world. Plug is a ""Juuden-chan,"" capable of ""recharging"" people down on their luck, spreading good cheer wherever she goes!",12,"Jun 25, 2009 to Sep 10, 2009",Summer 2009,"['Comedy', 'Sci-Fi', 'Ecchi', 'Seinen']"
Flag Director's Edition: Issenman no Kufura no Kiroku,,https://myanimelist.net/anime/5136/Flag_Directors_Edition__Issenman_no_Kufura_no_Kiroku,6.61,"For many years a civil war raves in Uddiyana. Even the peacekeeping forces of the United Nations can bring the situation not under control. Only a by chance taken up photo, this shows how civilians hoist an impromptu UN flag together with soldiers, hope for peace spreads by his symbolic power. Then, nevertheless, the flag is stolen by the extremists who want to prevent the upcoming armistice. As a result the special task force SDC is asked to find the flag and to fetch back with the help of HAVWCs, modern fight robots. The journalist Saeko Shirasu who already shot the symbolic-laden photo of the peace banner should accompany the mission and document. However, the time becomes scarce, because heated by the extremists the mood threatens to tip in the population...",1,"Aug 8, 2007",,['Action']
Granblue Fantasy The Animation: Kabocha no Lantern,,https://myanimelist.net/anime/35814/Granblue_Fantasy_The_Animation__Kabocha_no_Lantern,6.61,Unaired episode bundled with the seventh Blu-ray and DVD volume of Granblue Fantasy The Animation.,1,"Nov 29, 2017",,['Fantasy']
Happy☆Lesson (TV),,https://myanimelist.net/anime/260/Happy☆Lesson_TV,6.61,"Hitotose Chitose was always alone and untrusting of people but when 5 female teachers appear and started living together with him in his family's house as his mothers, things started to change and pick up, together with Hazuki-nee and Minazuki (his 2 sisters) everyday is a lesson. 

(Source: ANN)",13,"Apr 1, 2002 to Jun 30, 2002",Spring 2002,"['Comedy', 'Drama', 'Romance', 'Harem']"
Hyakka Ryouran: Samurai Girls Specials,,https://myanimelist.net/anime/9362/Hyakka_Ryouran__Samurai_Girls_Specials,6.61,Special episodes added to DVDs and Blu-rays.,6,"Nov 25, 2010 to Apr 27, 2011",,['Ecchi']
Ikkitousen: Dragon Destiny Specials,,https://myanimelist.net/anime/2905/Ikkitousen__Dragon_Destiny_Specials,6.61,Ikkitousen Dragon Destiny Specials.,6,"Jun 24, 2007 to Nov 24, 2007",,"['Action', 'Ecchi', 'Martial Arts', 'School', 'Super Power', 'Seinen']"
Itou Junji: Maniac,Junji Ito Maniac: Japanese Tales of the Macabre,https://myanimelist.net/anime/52031/Itou_Junji__Maniac,6.61,"The anime series will adapt 20 stories from a number of Itou's manga for the first time, including Tomie, Souichi, and Kubitsuri Kikyuu (The Hanging Balloons).

(Source: MAL News)",12,"Jan 19, 2023",,"['Horror', 'Supernatural', 'Seinen']"
Jiu Chen Fengyun Lu,Legend of Yang Chen,https://myanimelist.net/anime/55864/Jiu_Chen_Fengyun_Lu,6.60,"Yang Chen, the grandson of the Patriarch of the Yang Mansion, was ridiculed by the people in the mansion because he had not awakened his Dao Soul for a long time. In desperation, he breaks through himself to awaken the Dao Soul and Qi Ling Huangyu, and realizes that the crowd headed by his uncle is forcing Grandpa to give up the position of Patriarch. Afterwards, Yang Chen decided to improve his strength to protect his family, and went to Youyun Mountain alone to find medicine. In the end, everyone's conspiracy was broken and the position of Patriarch was kept.

(Source: Youku)",40,"Jul 11, 2023 to Nov 21, 2023",,"['Action', 'Adventure', 'Fantasy', 'Historical', 'Martial Arts']"
Kabuki-bu!,Kabukibu!,https://myanimelist.net/anime/33840/Kabuki-bu,6.61,"Kurogu had a love of kabuki theater instilled in him from a very young age thanks to his grandfather. Now, as a high school student, he desires to create his own kabuki club in order to bring an appreciation of kabuki to a wider audience. He'll find, though, that with the weight of hundreds of years of strict tradition, it's not so easy to get high schoolers interested. A rough start is not enough to deter Kurogu, and he'll work hard to inspire in others the same burning passion he feels, until the day he can put on his own performance!

(Source: Honey's Anime)",12,"Apr 7, 2017 to Jun 23, 2017",Spring 2017,"['Performing Arts', 'School']"
Teekyuu 7,Teekyu 7,https://myanimelist.net/anime/32228/Teekyuu_7,6.61,Seventh season of the Teekyuu series.,12,"Jan 12, 2016 to Mar 29, 2016",Winter 2016,"['Comedy', 'Shounen']"
Tenshi no 3P!,Angel's 3Piece!,https://myanimelist.net/anime/34177/Tenshi_no_3P,6.61,"Since entering high school, Kyou Nukui has not attended a single class. Instead, he spends his days locked in his bedroom composing music and posting it on the internet accompanied by his only friend's drawings, an artist with the pseudonym ""Kiriyume."" One day, Kyou hesitantly uploads his newest composition, and first departure from his typical style, TR03. Additionally, he does not upload under his usual handle ""HibikiP,"" but simply under the name ""me,"" and without a drawing from his mysterious friend.

Shortly after, Kyou receives a very polite email, not only praising his music but also somehow discerning that he is, in fact, the composer behind TR03. The e-mail also asks for a meetup in a nearby park, to which he cautiously decides to go. To his surprise, however, he finds three elementary school girls at the meeting place! Suddenly, Jun Gotou, Nozomi Momijidani, and Sora Kaneshiro ask for his help to hold a concert in their home, an old church now used as an orphanage. And though Kyou is reluctant at first, after seeing their musical abilities, he eventually decides to accept their proposal.

Based on the light novel of the same name by the award-winning Sagu Aoyama, Tenshi no 3P! follows Kyou as these three angels change his life.

[Written by MAL Rewrite]",12,"Jul 10, 2017 to Sep 25, 2017",Summer 2017,"['Music', 'School']"
Tokyo Mew Mew New ♡,Tokyo Mew Mew New,https://myanimelist.net/anime/41589/Tokyo_Mew_Mew_New_♡,6.61,"Ichigo Momomiya is excited to start high school and fall in love. She is in luck when she meets the popular and good-looking Masaya Aoyama, and she immediately develops a crush on him. When Ichigo learns that Aoyama is passionate about the environment, she seizes the chance to ask him out thanks to some tickets to an exhibition about endangered animals.

During their date, Ichigo is struck by a mysterious light and faints. Waking up to the sight of Aoyama, she remains unharmed—but they both must escape from a giant rat-like creature after it injures Aoyama. To save her crush, Ichigo awakens her powers and transforms into a heroine with the skills of a cat.

After she defeats the monster, researchers Ryou Shirogane and Keiichiro Akasaka explain that Ichigo was chosen to become a part of the Mew Project: a group of five magical girls whose DNA has been infused with those of certain endangered species. Now, Ichigo must find the rest of her teammates to defeat the Chimera Anima—beings infected by aliens who want to take over the world—before it is too late.

[Written by MAL Rewrite]",12,"Jul 6, 2022 to Sep 21, 2022",Summer 2022,"['Fantasy', 'Romance', 'Sci-Fi', 'Mahou Shoujo', 'Shoujo']"
Transformers: Choujin Master Force,Transformers Super-God Masterforce,https://myanimelist.net/anime/924/Transformers__Choujin_Master_Force,6.61,"Even though the Decepticons have been driven off Earth, a small team of Autobot Pretenders have remained behind, just in case. Led by Metalhawk (""Hawk"" in his human identity), the Pretenders live among the humans, using their Pretender shells to assume human size and appearance. The Autobots' caution is rewarded: Decepticon Pretenders soon appear, led by a mysterious force called Devil Z. The Autobots and Decepticons soon build up their forces, recruiting humans to become Junior Headmasters and Godmasters (Powermasters).

(Source: ANN)",43,"Apr 12, 1988 to Mar 7, 1989",Spring 1988,"['Action', 'Adventure', 'Sci-Fi', 'Mecha']"
Tsukuyomi: Moon Phase Special,,https://myanimelist.net/anime/2580/Tsukuyomi__Moon_Phase_Special,6.61,"Omake Special from the final DVD volume. The Special storyline has very little to do with the original series outside of having some of the same characters, and has a completely different storyline which does not fit into anything which came before it.

(Source: AniDB)",1,"Feb 22, 2006",,"['Avant Garde', 'Comedy', 'Slice of Life']"
Umi Monogatari: Anata ga Ite Kureta Koto,Umi Monogatari,https://myanimelist.net/anime/6129/Umi_Monogatari__Anata_ga_Ite_Kureta_Koto,6.61,"Marin and her younger sister Urin are seafolk who happen upon something quite strange: a beautiful silver ring lost beneath the waves. The kind-hearted Marin, intent on returning it to its owner, drags a reluctant Urin along with her to the sky world despite reminders of a turtle elder who left for the surface and never returned. After locating the ring's owner, Kanon Miyamori, they learn that Kanon had tossed it into the sea after her boyfriend dumped her earlier that day.

Though Marin insists that such a lovely item should not be thrown away, Kanon discards it once again. As they search for the ring, Urin becomes separated from the other two and accidently breaks the seal on a stone coffin, releasing an evil being known as Sedna. Sensing Sedna's release, the formerly missing turtle elder, Matsumoto, reveals himself to Kanon and her companions, naming Marin as the Priestess of the Sea. Together with the Priestess of the Sky, she has the power to seal Sedna away again. And as luck would have it, during an encounter with one of Sedna's minions, Kanon discovers that she is the Priestess of the Sky. Though Kanon is hesitant, she and Marin decide to work together to save the world from the evil that threatens it.

[Written by MAL Rewrite]",12,"Jun 25, 2009 to Sep 17, 2009",Summer 2009,"['Drama', 'Fantasy', 'Romance']"
Yuusha Raideen,,https://myanimelist.net/anime/2128/Yuusha_Raideen,6.62,"After a slumber of 12 millennia, the Demon Empire returns to seize control of the Earth. Reideen, the giant robot-like protector of the lost continent of Mu, senses the evil presence and awakens within its golden pyramid, revealing to young Japanese boy Akira Hibiki that he is the one descendant of the ancient Mu people who must help Reideen save Earth.

He was assisted by his friends, token girl Mari Sakurano (daughter of a scientist fighting the Demon Empire) and several members of his high school soccer team. 

(Source: AniDB)",50,"Apr 4, 1975 to Mar 26, 1976",Spring 1975,"['Action', 'Adventure', 'Sci-Fi', 'Mecha']"
Kamui no Ken,,https://myanimelist.net/anime/496/Kamui_no_Ken,6.61,"A young boy named Jiro finds his mother and sister murdered in his home. Falsely accused of the crime, he flees from his village and meets a priest named Tenkai, who has him kill a rogue ninja named Tarouza. After fulfilling that task, Jiro undergoes training to become a master assassin. Many years later, Jiro finds out that he was an orphan and his real father was Tarouza, who had worked for Tenkai until he aborted his mission when he fell in love with an Ainu woman. The young ninja discovers that the Shogunate was to retrieve the lost treasure of Captain Kidd and use it to once again isolate Japan from the rest of the world. Using the clues that Tarouza had kept secret, Jiro—along with the female ninja Oyuki and a slave named Sam—travels to Russia and America to search for the treasure in hopes of using it to extract revenge from Tenkai.

(Source: ANN)",1,"Mar 9, 1985",,"['Adventure', 'Drama', 'Fantasy', 'Historical']"
