title_name,title_english,url,score_label,description,episodes,aired,premiered,genres
Clannad Movie,Clannad The Motion Picture,https://myanimelist.net/anime/1723/Clannad_Movie,7.23,"Tomoya Okazaki is a cynical delinquent who lacks ambition as he apathetically labors through high school. During his childhood, a tragedy had caused his father to seek solace in alcoholism and neglect his son. Yet, meaningful human interaction can be a benediction, as Tomoya learns when he meets the enigmatic Nagisa Furukawa. The odd girl offers a gesture of friendship to Tomoya, but he rejects the request, dismissing it as a trivial incident. However, as he soon realizes that he is encountering Nagisa more and more often during school, Tomoya drops his discompassions and befriends the girl.

When he learns that Nagisa's dream is to revive the Drama Club, Tomoya decides to shed his detachment from the ordinary pleasures of life and dedicate himself to helping his new friend achieve her ambition. But what starts as a simple friendship may progress into something far more deep, intimate, and life-changing. As the pair face various hardships and afflictions, Tomoya and Nagisa gradually come to terms with the challenges of life.

[Written by MAL Rewrite]",1,"Sep 15, 2007",,"['Drama', 'Romance', 'Supernatural', 'School']"
Cyborg 009 (1979),Cyborg 009,https://myanimelist.net/anime/4690/Cyborg_009_1979,7.23,"Joe Shimamura and his companions may seem like regular men, but they are anything but. Joe is actually Cyborg 009, member of a team of cyborgs who fight for the greater good. Each cyborg is outfitted with a special power, from the ability to melt any material, to underwater breathing and flight. He and the other eight cyborgs were modified against their will by the Neo-Black Ghosts organization in order to further their own interests. But instead, they decided to band together and use their powers to fight against their former captors, and all forces of evil.",50,"Mar 6, 1979 to Mar 25, 1980",Spring 1979,"['Action', 'Adventure', 'Sci-Fi', 'Shounen']"
Damekko Doubutsu,,https://myanimelist.net/anime/485/Damekko_Doubutsu,7.23,"Uruno, a useless wolf, is on the road searching for a new place to call home. He soon comes upon a whole forest full of ""useless animals""—that is, animals that don't live up to their species' usual character. After a short fight with the smoking, bad-tempered rabbit, Usahara, Uruno decides that he wants to move on... but changes his mind upon meeting Chiiko, a clumsy cheetah girl. It's love at first sight for Uruno, and after deciding to stay for her, he continues to hope that even though he's a good-for-nothing, he'll win her over someday. That is, if living with the other strange residents of the forest—including the aforementioned smoking rabbit, a sake-drinking unicorn, a near-sighted eagle, an orca that cannot swim, and a shy pegasus—doesn't get to him first.",26,"Jan 17, 2005 to Feb 21, 2005",Winter 2005,"['Comedy', 'Slice of Life', 'Anthropomorphic']"
Dantalian no Shoka,The Mystic Archives of Dantalian,https://myanimelist.net/anime/8915/Dantalian_no_Shoka,7.23,"Six months ago, Lord Hugh Anthony Disward, also known as Huey, lost his eccentric grandfather, Sir Wesley Disward, who was a renowned collector of rare books. His grandfather's will states that, in order to inherit his manor and everything inside it, he must take guardianship over the Bibliotheca Mystica de Dantalian—an archive that contains forbidden knowledge—and also  take care of a mysterious girl called Dalian. 

As Huey settles into the manor, an old rival of his grandfather's arranges a meeting with him. Dalian, knowing the rival to be Wesley's killer, tags along and discovers that the murderer is in possession of a Phantom Book—a cursed tome that Wesley tried to seal away. When the book puts the two in danger, Huey discovers that the Bibliotheca Mystica de Dantalian and Dalian are one and the same, and she entrusts Huey with the key to unlocking the knowledge stored within her. Together, Dalian and Huey seal the book away, and thus begins an unlikely partnership as they solve mysteries caused by other Phantom Books.

[Written by MAL Rewrite]",12,"Jul 16, 2011 to Oct 1, 2011",Summer 2011,"['Action', 'Mystery', 'Supernatural', 'Detective', 'Historical']"
Digimon Adventure 02,,https://myanimelist.net/anime/1313/Digimon_Adventure_02,7.23,"Taichi Yagami and his friends have moved on to junior high, but by that time, they have lost contact with their Digimon partners. Taichi is therefore surprised to suddenly receive a distress call summoning him to the Digital World. Once there, he learns that Digimon are living in fear of the mysterious Digimon Emperor, who is somehow suppressing their ability to Digivolve!

In the real world, Hikari Yagami and Takeru Takaishi reunite in the same fifth grade class. They share three schoolmates: Daisuke Motomiya, who reminds them both of Taichi; Miyako Inoue, a technical wizard; and Iori Hida, Miyako's neighbor. When these three children receive ""D-3"" Digivices, they—along with Hikari and Takeru, who still possess their own original Digivices—comprise the new generation of ""Chosen Children"" who must save the world once again. With the power of the Armored Digi-Eggs, they must thwart the Digimon Emperor's plans to spread his influence over the entire Digital World.

[Written by MAL Rewrite]",50,"Apr 2, 2000 to Mar 25, 2001",Spring 2000,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Isekai', 'Kids']"
Fuujin Monogatari,Windy Tales,https://myanimelist.net/anime/1524/Fuujin_Monogatari,7.23,"Nao, an 8th grader, is one of the only two members of a Digital Camera Club, where she also serves as the manager. It's a mystery that she shoots nothing else but the skies and clouds. One day, she finds a cat on a rooftop where she usually shoots her camera. It's a cat that knows how to manipulate the flow of a wind. Shocked to find a strange animal, Nao loses her footing and falls off from the rooftop!

Miki is the other member of the club, and also Nao's best friend. Mr. Taiki is the teacher who's taught the cat how to manipulate the flow of a wind. Ryoko is a girl who has a huge crush on Mr. Taiki. And there's Jun, who helps Nao and Miki look for a cat that can fly. Then, there's Yukio, who is the widow of Mr. Taiki's deceased brother.

On the outskirts of this big city, a town off the ""Wind Handlers,"" has been formed—and a mysterious Wind Festival is about to begin...

(Source: Production I.G)",13,"Sep 11, 2004 to Feb 26, 2005",Fall 2004,"['Drama', 'Fantasy', 'Slice of Life', 'Supernatural', 'Iyashikei', 'School']"
Ganbarist! Shun,,https://myanimelist.net/anime/3568/Ganbarist_Shun,7.23,"First-year high school student Fujimaki Shun has a dream of becoming an olympic gold medalist as a gymnast. Having no previous training, Shun trusts his passion, boldly joins the gymnastics club, and sets out to pursue his goal.

Along the way, he meets his share of entertaining and supportive upper classmen, develops a romantic interest in his classmate, and learns about the happiness involved in devoting yourself to a sport.",30,"Jul 1, 1996 to Mar 10, 1997",Summer 1996,"['Comedy', 'Sports', 'Shounen']"
Giant Gorg,,https://myanimelist.net/anime/3327/Giant_Gorg,7.23,"Austral Island is located 2,000 km south from Samoa islands. The existence of the island was removed from the official records, and Tagami Yuu made a journey to search for the reason.

He sailed for the island with Dr. Waive who was his father's friend, Doris who is the daughter of Dr. Waive, and Captain who is the friend of Dr. Waive. On their way to the island, GAIL, the international conglomerate, and gangster, Cougar Connection lead by Lady Lynx attacked them.

They managed to arrive at the island, but suddenly a mysterious monster began to attack them. When they became ready for death, a blue giant robot appeared. It destroyed the monster and saved them. Although it was an existence far beyond human knowledge, it reminded Yuu of something warm and familiar.

It was Giant Gorg which is called ""Messenger of the God"" by the inhabitants of the island. Escaping from the attack of GAIL's assault team, Gorg guided Yuu into the underworld. There, he found alien's relic and an alien who woke up after 30,000 years' sleep.

(Source: AnimeNfo)",26,"Apr 5, 1984 to Sep 27, 1984",Spring 1984,"['Action', 'Adventure', 'Sci-Fi', 'Mecha']"
Girls & Panzer: Saishuushou Part 2 Specials,,https://myanimelist.net/anime/40656/Girls___Panzer__Saishuushou_Part_2_Specials,7.23,Specials included with Girls & Panzer: Saishuushou Part 2 Blu-ray and DVD.,3,"Feb 27, 2020",,"['Comedy', 'Military', 'School']"
GJ-bu@,,https://myanimelist.net/anime/21635/GJ-bu,7.23,"During the school's spring break, Kyouya ""Kyoro"" Shinomiya has once again been kidnapped. Upon release, he finds himself in the GJ Club room, together with his captors, the cute GJ club members. At first glance, Kyoro does not see anything out of the ordinary in the club room, but as he gazes out of the window, he realizes that they are no longer in Japan but in New York!

[Written by MAL Rewrite]",1,"May 6, 2014",,"['Comedy', 'Slice of Life', 'School']"
Harmonie,,https://myanimelist.net/anime/20903/Harmonie,7.22,"Akio Honjou is a high school student with a special gift for music. He can perfectly recall any piece of music that he has heard only once. One day, as he tries to reproduce a particularly soothing piano melody, he unexpectedly meets Juri Makina—the girl whose cell phone had spontaneously played the tune earlier in class.

If art is the only way to truly know what landscapes populate others' inner worlds, then can this particular tune pave the way for Akio to begin to understand the more intellectual and emotional aspects of his captivating classmate, Juri?

[Written by MAL Rewrite]",1,"Mar 1, 2014",,"['Drama', 'Psychological', 'School']"
High School Fleet OVA,,https://myanimelist.net/anime/34125/High_School_Fleet_OVA,7.23,"The mutinous Musashi has been defeated, and the girls from Yokosuka Girls' Marine High School are safely back home. However, the Harekaze sustained critical damage during its final encounter with the Musashi and may not be able to sail again. Moreover, rumors spread that the Harekaze-class will be dissolved due to it lacking a ship. 

Other classes' attempts to scout members from the Harekaze's crew only make the situation even more uncertain. The answer to this dire problem may be found in the sealed orders that the secretary of the Harekaze, Kouko Nosa, is to deliver to its crewmembers. But time is running short...

[Written by MAL Rewrite]",2,"Mar 31, 2017 to May 24, 2017",,"['Action', 'Military', 'School']"
Hikikomari Kyuuketsuki no Monmon,The Vexations of a Shut-In Vampire Princess,https://myanimelist.net/anime/54103/Hikikomari_Kyuuketsuki_no_Monmon,7.23,"In a world where death is not permanent, Terakomari ""Komari"" Gandesblood has been a self-proclaimed professional shut-in for the past three years. As part of the noble Gandesblood lineage, she once tried to meet the expectations of her family. However, as a vampire who cannot use magic or consume blood, she soon gave up on becoming an imperial general like her ancestors. Unfortunately, a misunderstanding with her father earns her the formidable position of one of the Seven Crimson Lords, the strongest fighters and generals in the Mulnite Empire. 

Now, Komari must hide her lack of talent from the soldiers she commands, or they may attempt to overthrow her. Working alongside her newly-assigned maid, Villhaze, Komari manages to trick her unit of soldiers into believing she is a ruthless warlord and promises to conquer the world. But as more people come to admire Komari, her life is further threatened as a vampire from her past reappears with every intention to kill her for good.

[Written by MAL Rewrite]",12,"Oct 7, 2023 to Dec 30, 2023",Fall 2023,"['Comedy', 'Fantasy', 'Vampire']"
Himouto! Umaru-chan OVA,,https://myanimelist.net/anime/30991/Himouto_Umaru-chan_OVA,7.23,Episodes included in the manga's seventh and tenth volumes.,2,"Oct 19, 2015 to Apr 19, 2017",,"['Comedy', 'Otaku Culture', 'School', 'Seinen']"
Inu to Neko Docchi mo Katteru to Mainichi Tanoshii,"With a Dog AND a Cat, Every Day is Fun",https://myanimelist.net/anime/40833/Inu_to_Neko_Docchi_mo_Katteru_to_Mainichi_Tanoshii,7.23,"Matsumoto-san owns an innocent dog and an adorably devious cat. Laughing and crying ensue as they all live daily life together.

(Source: MAL News)",24,"Oct 3, 2020 to Mar 27, 2021",Fall 2020,"['Comedy', 'Slice of Life', 'Pets']"
Inukami!,,https://myanimelist.net/anime/940/Inukami,7.23,"Kawahira Keita is a descendant of a historic Inukami tamer family; however, because he lacked in its ability, he was forsaken by the family. One day, an Inukami named Youko came. She looked graceful, obedient, above all, beautiful. Soon he contracted with her, and she paid homage to him. However, she was a problematic Inukami that no one had been able to control.

This is a slap stick comedy of an Inukami Tamer, Keita and an Inukami, Youko. Keita is a man of worldly passions, and he likes money and girls very much. On the other hand, Youko likes to destroy things and is very jealous.

(Source: AnimeNfo)",26,"Apr 6, 2006 to Sep 28, 2006",Spring 2006,"['Comedy', 'Romance', 'Supernatural', 'Ecchi']"
Just Because!,,https://myanimelist.net/anime/35639/Just_Because,7.23,"As another school year begins drawing to a close, the third-year high school students move steadily toward the next milestone of their lives: graduation. Among them are Mio Natsume, a girl burdened with lingering feelings; Hazuki Morikawa, a member of the concert band but distant from the others; and Haruto Souma, an athlete obsessed with baseball. Meanwhile, second-year student Ena Komiya seeks to revive the photography club to its former glory, refusing to let the organization be disbanded. Though this group lacks a strong connection with one another, their lives suddenly cross paths with the arrival of a third-year transfer student.

While a transfer so close to graduation is unusual for most, it is business as usual for Eita Izumi. Due to his father's work, he has never been able to stay in one place for very long. But as luck would have it, their most recent relocation has returned Eita to his hometown for his final semester of high school. For better or worse, it also sparks the rekindling of old relationships left behind in the past.

With graduation already causing its own share of anxieties, Eita's sudden arrival brings these students' carefree days to an abrupt end. Long-forgotten memories, deeply buried emotions, and inspiring new passions—everything is brought to light in their bittersweet final semester.

[Written by MAL Rewrite]",12,"Oct 5, 2017 to Dec 28, 2017",Fall 2017,"['Drama', 'Romance', 'Love Polygon', 'School']"
Sidonia no Kishi Movie,,https://myanimelist.net/anime/28495/Sidonia_no_Kishi_Movie,7.23,A recap of the first season of Sidonia no Kishi with additional scenes and re-edited sound effects.,1,"Mar 6, 2015",,"['Action', 'Sci-Fi', 'Mecha', 'Space', 'Seinen']"
Steins;Gate 0: Kesshou Takei no Valentine - Bittersweet Intermedio,Steins;Gate 0: Valentine's of Crystal Polymorphism -Bittersweet Intermedio-,https://myanimelist.net/anime/37492/Steins_Gate_0__Kesshou_Takei_no_Valentine_-_Bittersweet_Intermedio,7.23,"With Valentine's Day just around the corner, the girls of the Future Gadget Lab discover that Kagari has never celebrated the occasion before! Determined to make this year's holiday the best one yet, they all set out to make delicious homemade chocolates together.

However, with many of their quirks causing kitchen disasters, this may prove to be too hard a task. Will their feelings ever reach those of their heart's desire?

[Written by MAL Rewrite]",1,"Dec 21, 2018",,['Comedy']
Strike the Blood: Valkyria no Oukoku-hen,Strike the Blood: Kingdom of the Valkyria,https://myanimelist.net/anime/30321/Strike_the_Blood__Valkyria_no_Oukoku-hen,7.23,"It was officially announced at the Dengeki Game Festival 2015 event that Strike the Blood will be getting a two-episode OVA series to be released at the end of 2015. The OVA will be an original story written by Gakuto Mikumo.

(Source: MAL News)",2,"Nov 25, 2015 to Dec 23, 2015",,"['Action', 'Fantasy', 'Supernatural', 'Ecchi', 'School', 'Vampire']"
Suki tte Ii na yo. Dareka ga,"Say ""I Love You."" OVA",https://myanimelist.net/anime/16868/Suki_tte_Ii_na_yo_Dareka_ga,7.24,"Mei, Aiko, Asami, and Nagi are making cookies at Mei's house. Knowing that the process could take a while, Nagi chases Yamato out of the house. He receives a text from Kai, who asks him if he wants to meet up at the park. When Yamato arrives, it is revealed that the rundown park was where the two of them first talked and bonded for the first time. After bantering a bit, Kai asks Yamato why he, who had always seemed to be having fun with a large crowd around him, was always the first one at the park after school. Yamato admits that he used to feel like he was a chameleon; someone who didn't have his own personality and just changed himself to please others. Kai tells Yamato that he used to hate the town, but thanks to Yamato, he now finds it to be beautiful. Kai reassures him that he is his own person, and Yamato confesses that after he met Mei, he realized just how lonely he was. Kai later runs into Megumi at the bus stop. They start talking, and Kai tells her that he thinks she's cool for staying true to herself while modelling. Megumi snaps back at him, and Kai, offended, leaves. When Momo comes, Megumi regrets lashing out on Kai and later becomes embarrassed when Momo suggests that Megumi likes him. At Mei's house, the cookies are done and turn out to be delicious. Mei's mom shoos Mei and Yamato out of the house. Yamato hugs Mei and tells her he's glad she's with him. They watch the sunset together before continuing their walk, holding hands. 

(Source: Wikipedia)",1,"Jul 24, 2013",,"['Romance', 'School', 'Shoujo']"
Tales of Zestiria the Cross,Tales of Zestiria the X,https://myanimelist.net/anime/30911/Tales_of_Zestiria_the_Cross,7.23,"The Celestial Records speak of the existence of the ""Seraphim,"" a race of divine beings who give blessings to humanity and are offered prayers by them in return. Those who are anointed with the ability to interact with these spirits are known as ""Shepherds."" Hailed as heroes for their prompt appearances in times of crisis, while also being feared for their power, the Shepherds are imprinted in common folklore along with the Seraphim.

Sorey is a young human who has spent his entire life living in harmony alongside the Seraphim in the village of Elysia. Fascinated by the myths of the Celestial Records, he explores some nearby ruins with Mikleo—his childhood Seraphim companion—hoping to enlighten himself about the Seraphims' history with mankind.

Unfortunately, they become trapped in the depths of the historical site during their investigation. While searching for an exit, they come across a mysterious girl who desperately seeks the help of a Shepherd to save the world, which is on the brink of being consumed by darkness. Despite Mikleo's warning about making contact with other humans, Sorey decides to help the stranger, which unknowingly leads him closer to the dream of peaceful coexistence between man and Seraphim.

[Written by MAL Rewrite]",12,"Jul 10, 2016 to Sep 25, 2016",Summer 2016,"['Action', 'Adventure', 'Fantasy']"
Tales of Zestiria the Cross: Saiyaku no Jidai,Tales of Zestiria the X Prologue: The Age of Chaos,https://myanimelist.net/anime/33558/Tales_of_Zestiria_the_Cross__Saiyaku_no_Jidai,7.23,"In recent years, problems regarding atmospheric instability have greatly burdened the Hyland Kingdom, affecting the quality of crops and the citizens' health across the region. One day, the people of Guriel discover an eerie cloud of mist hovering over their town; its severity captures the attention of royal princess Alisha Diphda.

She sends her subordinate Crem to investigate the situation, but receives no news from her for two weeks. Worried for Crem's safety, Alisha departs for Guriel herself with her attendants in tow. What awaits them there, however, is an issue of unprecedented scale.

[Written by MAL Rewrite]",1,"Jul 3, 2016",,"['Action', 'Adventure', 'Fantasy']"
Tengen Toppa Gurren Lagann Movie Zenyasai: Viral no Amai Yume,Gurren Lagann: Viral's Sweet Dream,https://myanimelist.net/anime/5947/Tengen_Toppa_Gurren_Lagann_Movie_Zenyasai__Viral_no_Amai_Yume,7.23,"Viral tries to get some sleep, but keeps on having terrifying nightmares.  Can't anyone save him from his plight?",1,"Jan 31, 2009",,['Comedy']
Ultraman Final,,https://myanimelist.net/anime/51653/Ultraman_Final,7.23,Final Season of Ultraman.,12,"May 11, 2023",,"['Action', 'Sci-Fi', 'Super Power', 'Seinen']"
Yu☆Gi☆Oh!,,https://myanimelist.net/anime/550/Yu☆Gi☆Oh,7.23,"Bullies often target someone frail and weak—someone exactly like Yuugi Mutou. His beautiful childhood friend, Anzu Mazaki, is always there to stand up for him, but he can't depend on her forever. Katsuya Jonouchi, who is almost always accompanied by his verbal sparring partner Hiroto Honda, doesn't seem like a bad person either, despite always bringing Yuugi trouble. But most of all, Yuugi wishes for a true friend who understands him and would never betray him.

Yuugi treasures his Millennium Puzzle, an ancient Egyptian artifact that was brought into his grandfather's game shop. Believing that solving the puzzle will grant him his wish, he completes the puzzle, unleashing a new personality within him—the soul of the ""King of Games.""

Dark, twisted, strong, and reliable, the new personality named Yami Yuugi is the exact opposite of Yuugi. Upon any injustice toward him, Yami Yuugi takes over Yuugi's body and forces the opponent into a ""Shadow Game."" The stakes are high as whoever loses shall have a taste of the darkness that resides within their own heart.

[Written by MAL Rewrite]",27,"Apr 4, 1998 to Oct 10, 1998",Spring 1998,"['Action', 'Comedy', 'Fantasy', 'Strategy Game', 'Shounen']"
Spiral: Suiri no Kizuna,Spiral: Bond of Reasoning,https://myanimelist.net/anime/341/Spiral__Suiri_no_Kizuna,7.22,"Ayumu Narumi has lived all his life in the shadow of his famous detective brother, Kiyotaka. However, Kiyotaka disappeared two years ago, leaving behind his wife Madoka and Ayumu himself, along with a cryptic message about the ""Blade Children.""

One day, a girl at Ayumu's school suddenly dies. What seemed like a suicide at first glance turns out to be a murder, and Ayumu is the prime suspect. While investigating the person responsible for framing him, he discovers that the mysterious Blade Children are involved—and they somehow know Kiyotaka personally. Ayumu soon finds out just how dangerous the Blade Children are and learns that, in reality, he and Kiyotaka are intertwined more closely than he had ever believed.

[Written by MAL Rewrite]",25,"Oct 1, 2002 to Mar 25, 2003",Fall 2002,"['Drama', 'Mystery', 'Shounen']"
Suzumiya Haruhi no Yuuutsu (2009),The Melancholy of Haruhi Suzumiya Season 2,https://myanimelist.net/anime/4382/Suzumiya_Haruhi_no_Yuuutsu_2009,7.22,"Kyon has found himself dragged through many adventures as of late—all because of the SOS Brigade club and its excitable leader, Haruhi Suzumiya. He has stopped believing in the supernatural long ago, but after being forced to join this club based solely on that, he has seen things that cannot be explained logically. 

Joining Kyon on his various misadventures is the shy and soft-spoken Mikuru Asahina, the bookish Yuki Nagato, and the ever-cheerful Itsuki Koizumi. Whether it is summer vacation or a school festival, things involving their club and Haruhi herself always end up becoming strange.

[Written by MAL Rewrite]",14,"May 22, 2009 to Sep 11, 2009",Spring 2009,"['Comedy', 'Mystery', 'Sci-Fi', 'School']"
Tsundere Akuyaku Reijou Liselotte to Jikkyou no Endou-kun to Kaisetsu no Kobayashi-san,Endo and Kobayashi Live! The Latest on Tsundere Villainess Lieselotte,https://myanimelist.net/anime/50652/Tsundere_Akuyaku_Reijou_Liselotte_to_Jikkyou_no_Endou-kun_to_Kaisetsu_no_Kobayashi-san,7.22,"Broadcasting club member Shihono Kobayashi always gushes to her friend Aoto Endou about MagiKoi, an otome game where protagonist Fiene attends the Royal Academy of Magic. But despite the colorful cast, the one character Kobayashi is most obsessed with is the villainess Lieselotte Riefenstahl. Contrary to her rude remarks toward Fiene, Lieselotte longs to be her friend. Lieselotte is also deeply in love with her own fiancé, Prince Siegwald Fitzenhagen—the game's main love interest. Unfortunately, in almost every route, Lieselotte is doomed to a tragic end.

Kobayashi manages to convince Endou to play MagiKoi to practice his speaking skills. What begins as a normal playthrough turns extraordinary when Siegwald suddenly hears the players' voices inside the game! Now labeled as ""gods,"" Endou and Kobayashi use their comments and analyses to save their beloved tsundere villainess from her fated demise.

[Written by MAL Rewrite]",12,"Jan 7, 2023 to Mar 25, 2023",Winter 2023,"['Comedy', 'Fantasy', 'Romance', 'Video Game']"
