title_name,title_english,url,score_label,description,episodes,aired,premiered,genres
Kidou Senshi Gundam,Mobile Suit Gundam,https://myanimelist.net/anime/80/Kidou_Senshi_Gundam,7.77,"It is year 0079 of the Universal Century. Mankind has moved to space, living in colony clusters known as ""Sides."" One of these Sides declares itself the ""Principality of Zeon"" and declares war on the Earth Federation, the governmental body currently ruling Earth. Using powerful humanoid robots known as ""mobile suits,"" Zeon quickly gains the upper hand.

Nine months into the conflict, the Earth Federation has developed its own powerful mobile suit called the Gundam. When Zeon launches an attack on the colony holding the Gundam, a 15-year-old civilian named Amuro Ray suddenly finds himself thrown into a conflict that will take him all across Earth and space, pitting him against the enemy's ace pilot, Char Aznable.

[Written by MAL Rewrite]",43,"Apr 7, 1979 to Jan 26, 1980",Spring 1979,"['Action', 'Drama', 'Sci-Fi', 'Mecha', 'Military', 'Space']"
"Loop 7-kaime no Akuyaku Reijou wa, Moto Tekikoku de Jiyuu Kimama na Hanayome Seikatsu wo Mankitsu suru",7th Time Loop: The Villainess Enjoys a Carefree Life Married to Her Worst Enemy!,https://myanimelist.net/anime/56352/Loop_7-kaime_no_Akuyaku_Reijou_wa_Moto_Tekikoku_de_Jiyuu_Kimama_na_Hanayome_Seikatsu_wo_Mankitsu_suru,7.84,"Being reborn once may sound impressive, but Rishe is already on her seventh time around! She has had all kinds of excitement in her previous lives, from peddling goods as a merchant to locking blades as a knight, so now she's determined to kick back and enjoy. But to savor the high life, she first has to marry the handsome prince...the same one who happens to be her murderer! It will take six-plus lifetimes of experience and skills for Rishe to break the time loop and make her extravagant dreams come true! 

(Source: Seven Seas Entertainment)",12,"Jan 7, 2024 to ?",Winter 2024,"['Fantasy', 'Romance', 'Reincarnation']"
Love Live! School Idol Project 2nd Season,Love Live! School Idol Project 2,https://myanimelist.net/anime/19111/Love_Live_School_Idol_Project_2nd_Season,7.77,"Otonokizaka High School has been saved! Despite having to withdraw from the Love Live!, the efforts of μ's were able to garner enough interest in their school to prevent it from being shut down. What more, following the conclusion of the first, a second Love Live! is announced, this time on an even larger stage than before. Given a chance for redemption, the nine girls come together once more to sing their hearts out and claim victory.

However, with the end of the school year approaching, the graduation of the third years draws near. As they attempt to reach the top of the Love Live!, they must also consider their future and choose what path the group will take. Though the question of whether to continue without the third years or disband weighs heavily on the minds of its members, μ's must quickly come to an answer with graduation right around the corner.

Love Live! School Idol Project 2nd Season continues the story of the girls as they laugh, cry, sing, and dance in their journey to determine the future of their group and conquer the Love Live! in their last chance to win with all nine girls together.

[Written by MAL Rewrite]",13,"Apr 6, 2014 to Jun 29, 2014",Spring 2014,"['Award Winning', 'Slice of Life', 'Idols (Female)', 'Music', 'School']"
Lupin III: Part II,,https://myanimelist.net/anime/1425/Lupin_III__Part_II,7.77,"Lupin III chronicles the adventures of Arsene Lupin III, the world's greatest thief, and his partners in crime: master marksman Daisuke Jigen, beautiful and scheming Fujiko Mine and stoic samurai Goemon Ishikawa XIII. Lupin and his gang travel around the globe in search of the world's greatest treasures and riches and always keeping one step ahead of the tireless Inspector Zenigata, who has vowed to bring Lupin to justice. 

(Source: ANN)",155,"Oct 3, 1977 to Oct 6, 1980",Fall 1977,"['Action', 'Adventure', 'Comedy', 'Mystery', 'Adult Cast', 'Seinen']"
Lupin the Third: Mine Fujiko to Iu Onna,Lupin the Third: The Woman Called Fujiko Mine,https://myanimelist.net/anime/13203/Lupin_the_Third__Mine_Fujiko_to_Iu_Onna,7.77,"Many people are falling prey to a suspicious new religion. Lupin III infiltrates this group, hoping to steal the treasure their leader keeps hidden. There he lays eyes on the beautiful, bewitching woman who has the leader enthralled. This is the story of how fashionable female thief Fujiko Mine first met Lupin III, the greatest thief of his generation.

(Source: ANN)",13,"Apr 5, 2012 to Jun 28, 2012",Spring 2012,"['Action', 'Adventure', 'Award Winning', 'Comedy', 'Ecchi', 'Adult Cast', 'Samurai', 'Seinen']"
Magic Kaito,,https://myanimelist.net/anime/8310/Magic_Kaito,7.77,"Magic is not real—everyone knows that. When performed by a true expert, however, magic possesses the ability to amaze and wonder its audience. Kaito Kuroba, son of world-famous stage magician Touichi Kuroba, is no stranger to this fact. Well-versed in the arts of deception and misdirection, Kaito frequently disrupts the lives of those around him with flashy tricks and pranks. But when Kaito accidentally stumbles upon a hidden passage in his home, he discovers a secret that may well have been the cause of his father's death eight years ago—the dove-white outfit of Kid the Phantom Thief. Wanting to find out more about his father, Kaito dons the outfit and searches for the Pandora Gem that is said to grant immortality. However, he is not the only one after the gem—the organization responsible for his father's death is also hot on his tail!

Magic Kaito follows the rebirth of Kaitou Kid, phantom thief of the night. Utilizing his dummies, disguises, and signature card gun, Kaito sets out to steal the world's most precious jewels, uncovering the truth behind his father's death and the rumored Pandora Gem along the way.

[Written by MAL Rewrite]",12,"Apr 17, 2010 to Dec 29, 2012",,"['Adventure', 'Comedy', 'Romance', 'Shounen']"
Saiyuuki Gaiden,,https://myanimelist.net/anime/9088/Saiyuuki_Gaiden,7.77,"In their former lives, 500 years before Genjyo Sanzo and his crew of misfits began their journey west, they were gods, but being godly didn't make them act any more divine. When Goku flies into a murderous rage after seeing his best friend die, Heaven's had enough and wants him dead! But Konzen Douji, Field Marshal Tenpou, and General Kenren are willing to do anything to protect Goku, even if it means turning all of Heaven against them.

(source: Sentai Filmworks)",3,"Mar 25, 2011 to Nov 25, 2011",,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Mythology', 'Shounen']"
Saraiya Goyou,House of Five Leaves,https://myanimelist.net/anime/7588/Saraiya_Goyou,7.77,"Masanosuke ""Masa"" Akitsu is a wandering ronin adrift in Japan's peaceful Edo period. Despite being a skilled swordsman, Masa's meek personality has netted him the label ""unreliable,"" and he is often abruptly dismissed by his employers, leading him to question his resolve as a samurai. 

As Masa reaches his lowest point, he is approached by Yaichi, a carefree man draped in pink who seemingly hires him on a whim as his bodyguard. Unbeknownst to Masa, the job is not as innocent as it seems, and he is drawn into the illicit activities of the group spearheaded by Yaichi. As he becomes further entwined with the gang known as the Five Leaves, Masa struggles with his own principles. Still, his curiosity spurs him forward to uncover the past and motivations of this mysterious band of outlaws.

[Written by MAL Rewrite]",12,"Apr 16, 2010 to Jul 2, 2010",Spring 2010,"['Drama', 'Adult Cast', 'Historical', 'Samurai', 'Seinen']"
Shen Yin Wangzuo,Throne of Seal,https://myanimelist.net/anime/51335/Shen_Yin_Wangzuo,7.77,"Six thousand years ago, mankind's glorious reign ended as a result of an invasion of the demon race, brought about by the emergence of 72 demon gods. To safeguard the remnants of humanity, the Alliance of Temples appeared to stop the demons' progress and temporarily stabilize the situation.

At present, nine-year-old Long Hao Chen is training to become a part of the Knight Temple Hall. Through sheer dedication and the support of his companions, he passes the knight exam. Now, under the tutelage of his teacher Long Xing Yu, Long Hao Chen endures the Holy Resurrection Ritual to ascertain his capability. The ritual reveals that Long Hao Chen is a Son of Light—an individual who possesses a vast amount of spiritual energy.

Recognizing his disciple's promising potential, Long Xing Yu urges Long Hao Chen to become a strong knight capable of defeating the Demon Lord alongside him. With countless challenges awaiting him, Long Hao Chen may be the warrior that can end the era of darkness.

[Written by MAL Rewrite]",26,"Apr 28, 2022 to Sep 29, 2022",,"['Action', 'Adventure', 'Fantasy']"
Shingeki no Kyojin Movie 1: Guren no Yumiya,Attack on Titan: Crimson Bow and Arrow,https://myanimelist.net/anime/23775/Shingeki_no_Kyojin_Movie_1__Guren_no_Yumiya,7.77,Recap of episodes 1-13.,1,"Nov 22, 2014",,"['Action', 'Drama', 'Gore', 'Survival', 'Shounen']"
Aria the Crepuscolo,,https://myanimelist.net/anime/41674/Aria_the_Crepuscolo,7.77,"Aspiring Orange Company Undine Anya Dostoyevskaya feels dejected upon learning that her gondolier mentor, Alice Carroll, is not spending much time with her own mentor, Athena Glory. Athena—the Undine-turned-opera singer—has been attempting to arrange a meeting with Alice, but the latter seems to be avoiding her for unknown reasons.

To try and resolve this predicament, Anya calls upon her fellow Undines Ai Aino and Azusa B. McLaren. As the trio works to bring Alice and Athena together, Anya gains a deeper insight into her seniors' feelings, which might just be the key to untangling the uncertainties between them.

[Written by MAL Rewrite]",1,"Mar 5, 2021",,"['Fantasy', 'Sci-Fi', 'Slice of Life', 'Iyashikei', 'Shounen']"
Break Blade Movie 3: Kyoujin no Ato,Broken Blade 3,https://myanimelist.net/anime/9252/Break_Blade_Movie_3__Kyoujin_no_Ato,7.77,Third Break Blade movie.,1,"Sep 25, 2010",,"['Action', 'Fantasy', 'Adult Cast', 'Mecha', 'Military', 'Shounen']"
Date A Live IV,,https://myanimelist.net/anime/41461/Date_A_Live_IV,7.77,"Despite the numerous challenges he has overcome so far, Shidou Itsuka's mission with Ratatoskr is far from over. In a departure from his daily routine, Shidou encounters a starving woman lying on the street and ends up helping her. After the two arrive at her apartment, the woman introduces herself as Nia Honjou—a popular manga artist working under a pen name. However, cutting straight to the chase, Nia reveals that she is also a Spirit and is aware of Shidou's secret operation.

Interested in seeing his charisma firsthand, Nia challenges Shidou to win her over on a date. As he strives for an opportunity to seal her powers, Shidou learns more about Nia and her history with Deus Ex Machina Industries, a name he is all too familiar with...

[Written by MAL Rewrite]",12,"Apr 8, 2022 to Jun 24, 2022",Spring 2022,"['Action', 'Romance', 'Sci-Fi', 'Harem', 'Mecha', 'School']"
Digimon Adventure,Digimon: Digital Monsters,https://myanimelist.net/anime/552/Digimon_Adventure,7.77,"When a group of seven children go to summer camp, the last thing that they expect is snow falling in July. In the confusion that follows this phenomenon, they each receive an odd device that transports them to another world. As soon as they wake up in this new world, they encounter strange creatures who call themselves ""Digimon."" The Digimon tell them that they've landed in the ""Digital World,"" far from home.

With only the Digimon and the ""Digivices"" as protection, the seven children set off to find their way home and learn the reason why they were brought here. Led by the impulsive Taichi Yagami and his hungry Digimon partner Agumon, this group will have to fight unknown evils as they discover more about this outlandish Digital World.

[Written by MAL Rewrite]",54,"Mar 7, 1999 to Mar 26, 2000",Spring 1999,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Isekai', 'Kids']"
Edogawa Conan Shissou Jiken: Shijou Saiaku no Futsukakan,The Disappearance of Conan Edogawa: The Worst Two Days in History,https://myanimelist.net/anime/21867/Edogawa_Conan_Shissou_Jiken__Shijou_Saiaku_no_Futsukakan,7.77,"The anime special celebrates the 20th anniversary of Gosho Aoyama's original manga, and it recounts a previously untold story from Conan's past.

(Source: ANN)",1,"Dec 26, 2014",,"['Adventure', 'Comedy', 'Mystery', 'Detective', 'Shounen']"
Fate/Grand Carnival,,https://myanimelist.net/anime/44248/Fate_Grand_Carnival,7.77,"The first episode of ""season"" one was pre-aired on the Fate Project New Year's Eve TV Special 2020 program.",4,"Dec 31, 2020 to Oct 13, 2021",,"['Comedy', 'Fantasy', 'Supernatural', 'Parody']"
Fate/Grand Order: Shuukyoku Tokuiten - Kani Jikan Shinden Solomon,Fate/Grand Order: Final Singularity - Grand Temple of Time: Solomon,https://myanimelist.net/anime/41497/Fate_Grand_Order__Shuukyoku_Tokuiten_-_Kani_Jikan_Shinden_Solomon,7.77,"After battling their way through all seven Singularities, the Chaldea Security Organization has finally arrived at the endpoint of the Grand Order: The Final Singularity, Grand Temple of Time: Solomon. Now is the time to defeat the root of all evil, Solomon, the King of Mages. Now is the time to reclaim the future. With the final operation looming large, Romani Archaman considers the choices he will soon have to make, Mash Kyrielight dwells on life's limitations, and Fujimaru prepares to receive a new Mystic Code. All their many encounters have led to this moment as Fujimaru and Mash at last embark on their final operation...

(Source: anime.fate-go.us)",1,"Jul 30, 2021",,"['Action', 'Fantasy', 'Supernatural', 'Isekai']"
Ginga Eiyuu Densetsu: Die Neue These - Kaikou,Legend of the Galactic Heroes: Die Neue These,https://myanimelist.net/anime/31433/Ginga_Eiyuu_Densetsu__Die_Neue_These_-_Kaikou,7.77,"For over a century and a half, two interstellar states have wrested for control of the Milky Way. The Galactic Empire, an absolute monarchy ruled by Kaiser Friedrich IV and an entrenched nobility, seeks to suppress the rebels daring to oppose the inviolable crown. The Free Planets Alliance, a representative democracy led by a corrupt High Council, degenerates as its elected leaders⁠ use war and conflict as a way to win popular support.

But this long-standing stalemate between the Empire and the Alliance ends with the rise of two opposing military geniuses. Reinhard von Lohengramm, a minor noble and High Admiral of the Empire through his strategic brilliance and his sister's position as the favored concubine of the Kaiser, dreams of conquering the galaxy and uniting mankind under his iron fist. Meanwhile, Yang Wen-li of the Alliance, an avid historian and reluctant commodore hailed as the Hero of El Facil, uses his tactical prowess to navigate around his leaders' incompetence—and to carve the path to lasting peace. As the war rages on, Reinhard and Yang each strive for their ideals and to secure their place among the stars as the leaders of a new era of galactic heroes.

[Written by MAL Rewrite]",12,"Apr 3, 2018 to Jun 26, 2018",Spring 2018,"['Drama', 'Sci-Fi', 'Adult Cast', 'Military', 'Space']"
Gochuumon wa Usagi desu ka??,Is the Order a Rabbit??,https://myanimelist.net/anime/29787/Gochuumon_wa_Usagi_desu_ka,7.77,"With a new year comes new adventures, especially at the Rabbit House! Since her arrival at the café, Kokoa Hoto has become accustomed to her new life as a waitress even though the Rabbit House isn't the rabbit paradise she initially envisioned it to be. Life is pleasant, and she enjoys spending time both working and playing with her friends and fellow waitresses Chino Kafuu, a cute middle school student with a fuzzy bunny companion named Tippy, and Rize Tedeza, the pig-tailed daughter of a soldier who is readily armed for any scenario.

Together with Chiya Ujimatsu and Sharo Kirima, who also work at neighboring cafés in town, the Rabbit House crew gets involved in all sorts of crazy adventures. Throughout these adventures, the girls encounter troubled novelists, rival cafes, secret treasure, and... alcoholic chocolates?

[Written by MAL Rewrite]",12,"Oct 10, 2015 to Dec 26, 2015",Fall 2015,"['Slice of Life', 'CGDCT', 'Iyashikei', 'Workplace']"
Hadashi no Gen,Barefoot Gen,https://myanimelist.net/anime/1824/Hadashi_no_Gen,7.77,"In 1945, World War II is at its peak. As Japanese cities are fire-bombed and the nation is cornered by US forces, Japan is collapsing under the immense pressure. Gen Nakaoka, a bold, free-spirited young boy, lives in Hiroshima. Struggling with wartime scarcity and barely making ends meet, Gen and his family are hopeful that the conflict will soon end with Japan's imminent defeat and their city unscathed.

However, unbeknownst to them, their fate is already sealed with the impending dropping of ""Little Boy,"" the US atomic bomb set to cause the devastating cataclysm that will forever change Japanese society.

[Written by MAL Rewrite]",1,"Jul 21, 1983",,"['Award Winning', 'Drama', 'Historical']"
"Haikyuu!! vs. ""Akaten""",,https://myanimelist.net/anime/35806/Haikyuu_vs_Akaten,7.77,"Right before the volleyball club's training camp in Tokyo, both Shouyou Hinata and Tobio Kageyama fail a final exam. As the make-up exams and the trip overlap, the boys plead their desperate case to the vice principal to no avail. Since their indispensable teammates are forced to stay behind to study, the club's members find different ways to help them pass and join the camp in time.

[Written by MAL Rewrite]",1,"May 2, 2016",,"['Sports', 'School', 'Team Sports', 'Shounen']"
Hidamari Sketch x SP,,https://myanimelist.net/anime/11237/Hidamari_Sketch_x_SP,7.77,"Even though studying at a prestigious art school like Yamabuki is hard work, the girls who live at the Hidamari Apartments always manage to squeeze in time for a little fun and exploration. And when they actually get a day off? Watch out world! Yuno, Sae, Hiro, Miyako and new students Nori and Nazuna return to create another masterpiece of life as art, with all new adventures that include swimming, pajama parties, trips to the art museum and even an all-you-can-eat diner courtesy of the landlady! Of course, there’s always a little housework that has to be squeezed in, but with a pinch of resourcefulness and a dash of creativity, even the most onerous of chores can be turned into something magical. 

(Source: Sentai Filmworks)",2,"Oct 30, 2011 to Nov 6, 2011",,"['Slice of Life', 'CGDCT', 'Iyashikei', 'School', 'Visual Arts']"
Hoozuki no Reitetsu,Hozuki's Coolheadedness,https://myanimelist.net/anime/20431/Hoozuki_no_Reitetsu,7.77,"Hell is a bureaucracy, and business is running smoother than ever thanks to the demonic efficiency of Hoozuki, chief deputy to Lord Enma, the King of Hell. Whether offering counsel to the Momotarou of Japanese folklore or receiving diplomatic missions from the Judeo-Christian Hell, the demon who runs the show from behind the king's imposing shadow is ready to beat down any challenges coming his way into a bloody pulp. Metaphorically, of course...

The poster boy for micromanagement and armed with negotiation skills worthy of Wall Street, Hoozuki no Reitetsu follows the sadistic and level-headed Hoozuki as he spends his days troubleshooting hell. With an abundance of familiar faces from popular Japanese legends and East Asian mythology working middle management positions, this referential and anachronistic dark comedy brings new meaning to the phrase ""employer liability."" Just how hard could it be to manage employees from hell, anyway?

[Written by MAL Rewrite]",13,"Jan 10, 2014 to Apr 4, 2014",Winter 2014,"['Comedy', 'Fantasy', 'Mythology', 'Seinen']"
Tamayura: Sotsugyou Shashin Part 2 - Hibiki,,https://myanimelist.net/anime/29829/Tamayura__Sotsugyou_Shashin_Part_2_-_Hibiki,7.77,The second movie of a four-part finale of Tamayura.,1,"Aug 29, 2015",,"['Slice of Life', 'CGDCT', 'Iyashikei']"
Yuru Yuri Nachuyachumi!+,,https://myanimelist.net/anime/30902/Yuru_Yuri_Nachuyachumi_,7.77,"Extra episodes of Yuru Yuri Nachuyachumi!

Summer vacation is drawing to a close, but the Amusement Club members make the most of the last days. Between outdoor activities in the sun, reminiscing on their recent camping trip, and a sleepover, the members of the Amusement Club, and their classmates in the student council, continue to make summer memories.",2,"Aug 21, 2015 to Sep 18, 2015",,"['Comedy', 'Girls Love', 'CGDCT', 'Gag Humor']"
Yuukoku no Moriarty OVA,Moriarty the Patriot OVA,https://myanimelist.net/anime/49733/Yuukoku_no_Moriarty_OVA,7.77,"Yuri no Tsuioku
A newspaper article about a vandalized painting catches the eye of William James Moriarty. Recognizing the artist from his childhood days in the slums, he takes his brother Louis with him on a trip to the city of Bath to meet with the artist personally and identify the culprit. However, the person claiming to be the painter is not the man William remembers. Joined by Sherlock Holmes and John H. Watson, William looks for clues in order to find his old friend.

Moriarty-ke no Kyuujitsu
The Moriarty household faces its biggest crisis to date: hosting a tea party. Mysterious and closed off to the public, the Moriarty home hides an abundance of weapons, research, and other tools used in their underground activities. To keep their secret safe from overly curious—and completely smitten—aristocratic women, the entire team must maximize their skills and protect their base of operations at all costs.

[Written by MAL Rewrite]",2,"Apr 27, 2022",,"['Mystery', 'Suspense', 'Adult Cast', 'Historical', 'Psychological', 'Shounen']"
Texhnolyze,,https://myanimelist.net/anime/26/Texhnolyze,7.76,"In the dark underground city of Lux, people live in fear and despair under the rule of various criminal factions. Almost secluded from the surface, the gangs' only interaction with the outer world is their mining operation of ""raffia,"" which is the raison d'être of the city.

Available only in Lux, this rare substance is the basis of ""texhnolyze"" transplants that permit humans to replace parts of their body with cybernetic prostheses. The latter have the particularity not to trigger an immune response in their hosts and the ""Class"" has the privilege to conduct research on them. This elusive organization, also in charge of the raffia production, delegates its executive authority to a group called Organo led by Keigo Oonishi—a self-righteous man with texhnolyzed legs who is rumored to hear the ""voice of the city.""

The fragile balance of powers in Lux is disturbed when a mysterious visitor named Kazuho Yoshii begins committing a series of crimes that puts the gangs at each other's throats. In the midst of the chaos, new actors emerge: Ichise, an ex-boxer mutilated by Organo and recently texhnolyzed by Eriko ""Doc"" Kamata; and Ran, a young florist who can see the future. While Lux steadily plunges into insanity, both Ichise and Ran find themselves involved in the greatest crisis the city has ever faced.

[Written by MAL Rewrite]",22,"Apr 17, 2003 to Sep 25, 2003",Spring 2003,"['Action', 'Drama', 'Sci-Fi', 'Organized Crime', 'Psychological']"
Turn A Gundam,∀ Gundam,https://myanimelist.net/anime/95/Turn_A_Gundam,7.76,"It is the Correct Century, two millennia after a devastating conflict which left the world broken. Earth is now mostly uninhabitable, and thus a remnant of humanity has resided on the Moon while the Earth and its few survivors recover. For years, the ""Moonrace,"" the people of the Moon, have continued to check if Earth is fit for resettlement.

A boy named Loran Cehack and two others are sent down to Earth for a reconnaissance mission. Loran ends up spending a year on the planet working for the Heim Family, aristocrats living in a Victorian-like society. This family, like others of similar wealthy status, celebrates one's coming of age with a ceremony involving a giant stone statue known as the ""White Doll.""

To Loran's surprise, the Moonrace suddenly touches down on Earth with the intent of taking it by force. During the attack, the White Doll is broken apart, revealing a mobile suit called the ""Turn A Gundam"" inside. With Loran in its cockpit, the Turn A causes a standoff between the forces of Earth and Moon. The young pilot, along with the people of both sides, must keep the peace and avoid another all-out, catastrophic war.

[Written by MAL Rewrite]",50,"Apr 9, 1999 to Apr 14, 2000",Spring 1999,"['Action', 'Adventure', 'Award Winning', 'Drama', 'Romance', 'Sci-Fi', 'Mecha', 'Military', 'Space']"
Zan Sayonara Zetsubou Sensei Bangaichi,,https://myanimelist.net/anime/7044/Zan_Sayonara_Zetsubou_Sensei_Bangaichi,7.76,A new Sayonara Zetsubou Sensei OVA.,2,"Nov 17, 2009 to Feb 17, 2010",,"['Comedy', 'Gag Humor', 'Parody', 'School', 'Shounen']"
